Title,Review,Rating Score
Bridgerton is pure escapism : an Amazing and Modern adaptation of Julia Quinn Bestsellers (BOOKS).,"Bridgerton is pure escapism, fun, romantically erotic, Eye Candy.Take it for what it is and enjoy the talent of all those involved.1 - The first thing to note is that this series stems from the amazing success of Julia Quinn books, (lots of them) , so successful, in fact, that she wrote prequels and spinoffs . The books are funny,romantic, full of irony and steamy. Light entertainment with no claim to sofistication.2 - Bridgerton is NOT and DOESN'T want to be an a ACCURATE HISTORICAL period drama. The stories differ from the books a bit, and Shonda Rhimes unique take of them transports us in an ""alternative"" 1800, one where people of color had the chance to be included in the highest ranks of British Nobility (see Queen Charlotte).Bridgerton doesn't aim to be historically accurate or to mimick Jane Eyre: the only thing that is accurately described are the limitations and the difficulties of being a woman in 1800 society.Shonda Rhimes has done a magnificent job on every level, the visual, the music, the costumes, the cast... really, she is a tv Mastermind .She depicted a vaguely historical fantasy, rich in colours, romance, desire and used today musical hits, played by musical quartets in classical arrangement, as soundtrack. The use of color is stunning, and is complimentary to the storytelling, defining the characters and in both seasons the sory is aderhent enough to the books to not lose its heart.Clearly nobody is perfect and we're all entitled in personal favourites and tastes. I, for example, would have much preferred the character of Kate, in season 2, being as funny and ironic and lighthearted as she was in the original book. Both the script and the actress played Kate too headstrong and dry, cancelling the humour trait you can find in JQ book, making her a little too arrogant and at times completely unpleasant. (Not a fan of Simone Ashley acting, to be honest).I find Bridgerton a great entertainment show, with no pretense to the Oscars, but visually stunning and fun to watch.",8
Vastly fun!,"No it's not historically accurate, but we all knew that going into watching it. That doesn't mean you can't enjoy it for the super fun show it is!! I'm a European history major, and it didn't bother me at all, I found it refreshing, so not sure why people are miffed it's not true to history. It's an alternate reality which is why it's so creative and something NEW for a change.It's sexy, light hearted, and tons of fun so just enjoy the premise and indulge in the 'what ifs' of it all. Nothing wrong with a reimagined period drama series where people of colour could have been a Duke or a Queen, not the one shining the silver.",9
"cliche, appropriation of british culture, stupid and silly","This series is so silly... it follows the books so loosely that you wonder why it's named as such... the cast is terrible, the acting is mediocre, and the costumes are something worthy of a children's theater they added to the background of something historical and british, just to disguise the mediocrity that this series is.",1
Rich and famous portrait... again,A good portrait. More of the same. And this one is good. At the end of the day is a pre-Victorian gossip girl,8
Amazing !!,"It's absolutely wonderful it actually brings a delightful joy to many viewers, amazing cast, THE CONTINUATION OF THIS SHOW IS A MUST!!!! TOO MANY PEOPLE LOVE IT !!!",10
It's an excellent adaptation of the book.,"The plot, the locations, the characters and all the factors are rendered to perfection. The backgrounds of the characters, their experiences, etc. Are explained to the audience in a very nice and descriptive way. As someone who has read all of his books, I fell in love with the whole season and I can't wait for the other seasons to come out with the same perfection.",10
Really enjoy watching it!,I really love most of the changes they did from the what was on the book. Love the cast they did wonderful! They truly played their characters well! I had fun watching this series and do recommend to watch it!,10
Netflix always do well,"The Bridgertons is a series worth a second watch.I'm looking forward to the second season, it was very interesting to watch the plot as a whole. Despite the fact that almost every character has its own storyline.The very beginning may seem a little boring, but it's worth to endure, in order to continue to simply burn with interest in subsequent events!The series is filmed very beautifully, the cast is simply amazing. Smooth transitions, the atmosphere of the aristocracy and much more make the picture bright and interesting, but the main thing is just an amazing plot.",10
Terrible script and acting,"Billed as being a modern classic, this fails to hit the mark in every way. The two main foundations of any production are the script and the acting - both were appallingly bad (but not the good form of bad to make it at least laughable). The sets and the costumes were good to look at, especially some of the locations, but the acting was so bad it's as if the 'actors' (and I've seen better ones in a infant school play) had decided to vandalize every scene they were in to ruin the location. If you like watching total rubbish, poorly written and dreadfully acted this is for you. If not don't waste your time.",1
Best yet from Shonda,"All the haters made me have to write. This is not an historically accurate drama. It's not supposed to be. Nor were the black characters substituted because of color blind casting. They were purposefully added to create an alternate history, one where a king married a person of color and changed the culture. The fact that people don't get this is kind of inexcusable, since it's right in the dialogue of one episode. Yet, having different races is not a big part of the story - it is clearly a cultural statement. If you've watched other Rimes shows like Scandal and How to Get Away with Murder, you know that interracial couples are a common theme. Except this time, the main characters are flipped with a white female. I totally understand how that might make people unsettled with our American history of lynching black men for raping white women.This is not about the books - the stories are based on the books, and the sexual aspects are very much from the books. But, this version adds the aspects of race to make it edgier (and better). I haven't read the books, nor do I plan on reading them, because I think what has been done here is taking source material and doing something different with it. That source is based on a period when the romance novel was born, the era of Jane Austen. And, yes, this does pay homage to that genre very well. Especially since Austen clearly read original feminist material by Mary Wollstonecraft and used them for basis in her work, along with etiquette for women and the various ways they were expected to live and behave. And, there is considerable commentary here about those topics. But, regency novels are no Jane Austen, and shouldn't be equated as such.There are definitely references to Disney, such as the two simple sisters, one of them who sings terribly in one scene, like Drizella in Cinderella. This is also obviously paying homage, and perhaps satirizing the genre. But, it also feels familiar in a way that lets your guard down and pulls you into the story more. But, this isn't a rip off in any way, just as using the source material isn't, because art always imitates other art. The important aspects are in where they differ, and distinguishing those differences is where the statements are.Look. Nobody is saying that Bridgerton is a masterpiece like Pride & Prejudice. Much like her other shows, it's full of scandal and sex, but ultimately is fun. It's entertaining as hell. Truly, I could not stop watching this after a couple episodes, and I can't wait for more seasons. For people that don't understand that the casting is purposeful, I suggest you do more reading on American history and civil rights. It's clear to me that normalization of mixed society is a main theme, and I love it.Besides that, this is just cheap dirty fun. And, I liked that, too! :)",8
This is the best serial hit I've ever seen,"This is the best serial hit I've ever seen - pseudo-historical melodrama. The plot is very intriguing and unexpected. People are so tired of the debilitating madness in the world that the Bridgertons, with their uncomplicated, extremely banal and simple problems, wandering from century to century, turned out to be the perfect escapist start to the new. The public is also ready to enthusiastically follow the ups and downs of love, because romantic prose, with its elementary hyper-emotional sensuality, will never cease to excite people's minds. In general: this is a very cute, insanely exciting and colorful project, which even ends according to all the canons of a soap opera: here they get married, reconcile and forgive. I am inspired and advise everyone to watch 10/10.",10
Different. Austen meets fantasy.,Just watch and enjoy! A nice story with a fantastic decor.,10
It's up to u,"I started to watch this series once it revealed on netflix but I also rejected it once I finished only ep1. I thought it all rubbish and I'd never see it again. However, I found out it earned quite a bit of profit and attention from audiences then I think, perhaps, I should watch rest of the show. And the result I am not dissapointed at all. Probably you should give it another try if you made your conclusion about the show before you finish. But, no pressure, it's all your decision!",10
Chapeau,God bless you for the diversity of actors the music the costumes.I couldn't never imagine so much talent in one serie. Look them shine on the screen. What a wonderful idea to leave racism. God bless you for that. They are just marvelous.What a wonderful serie. I really enjoy it.Thank you all.,10
What is the world coming to,"I reluctently sat through 2 episodes of this series with my wife, bewildered at what i was watching. I'll be the first to admit i am not a romantic drama fan, but i don't mind watching a good show i can loose myself in along side my wife so i am open to them. However this one is off track in soo many ways. I don't watch TV to be reminded of political correctness or what some people wish history looked liked that is exactly why i avoid the news! now it's coming in through netflix. There may as well of been flying pigs and aliens included in this show as in my view it is history science fiction and a scary preset yet again to open doors that allow history to be confused and glossed over in a polical correct way. Be mindful of what you support.",1
10/10 All day everyday. Id just ignore any negative reviews.,"This show is unique and BRILLIANT & a MUST see !!!!
Your welcome :)",10
Bridgerton Fun,"Jeez people..what's up with all the bad reviews? If you read Romance novels, You would know that this was based on a collection of books by Julia Quinn. It's meant to be racy, it's meant to be fun, and Definitely not for the kids. So, quit complaining, watch the eight episodes, and enjoy!",8
"Funny, sexy, romantic and entertaining","A gorgeous-looking drama based on Julia Quinn's bestselling romance novels. This adaptation is fresh, exciting and a whole lot of fun. Think Austen and Gossip Girl, mixed with Downton, The Crown and perhaps a dash of Outlander. A splendid regency romp with a spectacular cast that are perfect as their characters. Sit back, relax and enjoy some good fun. Absolutely cannot wait for season 2.",10
Beautiful Fantasy about Love,"This TV Show goes very well with a beer or wine at the end of the day, and it actually helps to Forget about all Problems around us. You can Relax, and Enjoy watching pretty women and handsome men in lovely clothing, listening to their charming conversations in good English. Great Cast and talented script writers in First season. In my opinion, Second season is a bit lower in quality, but still moderately enjoyable to watch. Looking forward to Season 3!",9
Loved it!,Absolutely loved it! Binge watched until the end and I can't wait for seasons to come.,10
As a huge fan of Julia Quinn this was a bomb,"I couldn't even finish the 1st episode. If you're a fan of the regency historical romance genre, you may be as disappointed as I was. Maybe not, to each his own. For me it was a complete bomb. Didn't like any of the characters right out the gate. Maybe the problem is Ms. Quinn writes such fiere funny characters it's hard to accept what I perceive as bad casting choices. Maybe it would be very enjoyable to those not attached to the Bridgerton books.",1
Sexy romance wrapped in etiquette and manners!,"Great escape for any girl watching to dive into romance, a bit cheesy but the sexiest period drama I have seen, plus second season also funny. Story telling absolutely amazing! In nowadays lust and lost soul perversion it is nice to watch slow build up and poetic love dialogues. Super hot love scenes too, was a surprise gay can pull off such believable straight man. Second season better than first one. So let's see if quality continues in later seasons! But I will definitely come back to watch as it is truly great mix of passion, class, build up, fun, esthetics. Story teller voice was the things that kept me watching on first season, so well deserved award indeed!",10
Very Fun..Exiting and Diverse,"This show never claimed it was going to be historically accurate, in fact the entire point is to be diverse, fun and to add a new updated spin to this genre. Some of the people who are complaining are actually upset about the diversity. They're like oh no, what are black people doing on the screen? If diversity bothers you, watch something else. Apart from the low-key racist, there are actually others who are genuinely upset this is not some exact replica of the book, sorry to tell you it's not meant to be and if that's your expectation you may want to watch something else. The show changes some things and that's kind of the point. If you go into this with an open mind and a fun attitude, you're going to love it. The show does not take itself seriously which is actually what I appreciate about it. Its not really heavy, it's actually lightweight and very amusing. I love the spin on using current songs but putting a classic twist on them, that was so edgy and I appreciate things like that. The show takes liberties, it does things how it wants to not how it's supposed to. Its the good kind of cheesy and we loved every minute of it. The show is actually blowing up, a lot of people are really into it. I went into it understanding exactly what the show is trying to do, so I didn't take it seriously and I was able to have a really good time. Don't let the low key racist or the traditional people fool you. This is a really cool show and so many people have fun with it.",10
Oh Damn,"The Season 3 announcement of this show has been tickling my bum, not even going to lie. This show is great and the song adaptations are even greater. It feels so nice, fun, fresh and sometimes even oddly hot to hear songs from our century being adapted into the one they are in. I would make a painting about this show if I could, but I honestly don't want to. It's 107 degress outside today, and I can feel myself melting into my work chair as I type this. They give me nothing to do here, so I have lots of free time to write, especially very entertaining and easy pieces such as this one. Anyways, Lady Whistlewhatever needs to stop in her steps and remember that she is, in fact, a ginger, and she should feel lucky that she is not getting stoned every day because of it. I'm hoping she ends up with her one and only lover, crush, best friend, whatever you'd like to call it.",8
An Entertaining Series,"The series is fast-paced, witty, fun, sexy, and everything from the actors to the production are extremely pleasing. Episodes that have no boring parts that you just want to skip over like other series. A modern touch on Regency romance that viewers around the world can enjoy.",10
In love,"Bridgerton
I am presenting the series that i love the most , Bridgerton. I think it is the best series for people who like alternate history period drama . The story is about the Bridgerton family which is based in England . Daphne the beautiful daughter of Bridgerton deputs on London marrige market , while Simon the Duke of Hastings returns in town . And the most important one is Lady Whistledown , the mysterious lady of the newspaper which keeps everyone informed of the scandals of the society . That's what I like the most about this series , there's a lot of mystery and conspiracies that keeps you excited. This series is not exactly like every other British period drama about the fancy talk . But its also filled with romance,society-drama, rumour, mystery that grabs your attention since the begging . The acting is perfectly achieved and everything is well constructed . I fell in love at first sight. One of my favourite so far and I totally recommend it ! 10/10",10
Woke propaganda attempts to rewrite history,"History without any semblance of historical accuracy is propaganda, if you have not cancelled your Netflix account yet you should or this will never stop.",1
Sooooo gooooooodddd omg,"The whole drama is very wonderful and eye-catching, in addition to the background, costumes and music, the plot line of the story is also very bright, not dragging mud and water, and the passion play of the male and female protagonists is really enjoyable, after watching super reluctant, so I watched it a second time ;) Definitely the most memorable play I've seen so far.",10
Absolutely captivating from the very beginning. Perfect cast.,"Addicting,sexy,colorful,and filled with scandal and drama. I can't thing of a better way to close out 2020.
I really like the actors they choose.",10
Love the show,"I love the show, its innovative and interesting. My favorite so far, I could use a little less of the extra long love scenes, the story is good enough. I like the hot and steamy but I don't need to know every single detail. Im more of a classic romanticism, vs todays bang bang thank u mam. I like sensual sexy love scenes without crudeness otherwise it feels like porn. Beautiful
couplings.",10
Don't believe all of the bad ratings ! One of the better shows on Netflix.,"Can't believe all of the bad ratings on Netflix! This is one of the best shows on Netflix right now. It has scandal, romance and an intertwined story line. I like how they incorporated races together even though it wasn't the ""real"" regency period, after all this is fiction right? Since the COVID I have watched an I surmountable amount of tv and this is one of best shows. I only gave it one stars as I think the main characters ( Simon and Daphne) need a little more emotion in the acting and it is a bit pg rated for the story.",9
Absolutely necessary.,"The show is incredible.
We need to talk about it: black people was not rich in the history because of the white people. So, please.... stop and accept that this should be the right.",10
LOL netflix,"You know, it's actually somewhat entertaining watching these low-IQers who think they're actors, however it quickly becomes tiresome. The wokness and anti-european fake history displayed in this low-IQ series rewarded Netflix a cancelled subscription. Good luck Netflix :D",1
bi ass acting up rn,All those spice mMmMMmmmmmM honestly im fed up well thanks! Simon's your typical alpha male whose ego beyond the reach he can f himself ion care he can be gone s2's not for him.. but yall hear me ouuttt tho..,9
I hope for at least 4 more seasons,Enjoyed every episode and really hope for more seasons to come.,10
Sex killed the storyline,"It starts out as a fantastic and beautifully done period drama with amazing costumes, sets and hairstyles and then the sex starts. And it keeps going. And going. And going. It gets to a point that you just fast forward them to get to the next part of the storyline. It's a great up and down love story but the constant make-up sex is boring and loses its point. Otherwise a good production.",8
Beautiful!,This show is so entertaining. It takes you into a bright world. I am a huge Jane Austen fan and this was the perfect show to watch if you enjoy her writing.,10
Brilliant,"#BridgertonSeason2 was so good. I loved it and have watched it an unhealthy amount of times 🤣 #Kanthony have next level chemistry on and off the screen, its like 3D chemistry, it just jumps off the screen at you.I also loved all of the #anthonybridgerton monologues to #katesharma. I loved that it was so different to the first one in the sense that it wasn't only about displaying physical intimacy, it was also about highlighting psychological intimacy, the meeting of the minds throught the heart. Just loved it.I keep saying this season is far better because it's brilliant tv all round. All the elements. Watching Anthony's growth interwoven with Kate's and all those beautiful conversations with his mum, Daphne and Benedict and how that translates into all his monologues to Kate. Even things like the tulips he brings to her in episode 8 links to season 1 when his mum talks about tulips to him. It's all just brilliant.",10
"Brings new meaning to the word ""horrendous""","I don't think they've yet invented a word that can hope to capture the utter badness of this mess. I went with ""horrendous"", but that only hints at the level of awfulness achieved in this eyesore (and earsore). While I salute the reviewers who have attempted to document the various badnesses of this show, that's like trying to count the number of grains of sand on a beach.It will be a cold day in that famous hot place before I watch another Netflix original series...",1
Beat Romantic show,This was the best period Romantic show that I've ever seen. The Storyline was great.,10
Fifty shades meets gossip girl,"Amazing, romantic and can't wait for the next season",10
Guilty Pleasure,"So much hate on this show, but i must say I tastefully enjoyed it. Binged the entire season in one week and I for one look forward to the next! The fairytale romance had me hooked. I eagerly await more!",10
Love to watch,Really liked to watch this serie. Its like gossip girl in another period,10
okay,Hard to get into but had some interesting plots; kind of forced,8
Idiots' guide to Regency era,"So bad it's actually unintentionally funny in parts. A lightweight foam of nonsense, stripping any real substance from what could be a marvellous series to leave behind a bodice-ripping, suitably woke yarn for the moron generation. Perfect for bored housewives desperate for their next fix of 50 shades/twilight/etc. to ease the numbness. Anyone with any semblance of standards from their content should avoid.",1
Enganging all the way for romance fools,"I'll start saying that I don't considera myself a romance lover. However, I enjoy a good romance when it's well told and with extraordinary performances.Shonda Rhimes really knows how to do TV. In Season 1, they did a great job with world building (cause they addition of black Royals, rebuilds this world as is). In Season 2, they make it clear that the structure is a new story, new characters but the same quality. And Season 3, I feel like it cements the theme of it all which is a lot of romance, classy sex scene and gossip.It is very enjoyable, even if it's not usually your cup or tea. It's very entertaining, point blank.",8
Amazing show!,"When I watched this show I was amazed by how beautiful the cast and design of it was. The scenery was to die for and the outfits were also amazing. They also made sure to focus on each and every character showing how that character is going through something. Although the main focus is of the 2 love interest they do not fail at giving others screen time as well. People can hate on this show for having black people, and other people of color playing queens, dukes, etc. But, honestly does that really matter at the end of the day? This show was not meant for a complete historical accurate portrayal it was meant to show the love stories of the amazing Bridgerton family. From the moment I started the show I was hooked, every episode had me at the edge my seat waiting for something new. The shock when I found out who Lady Whistledown was the whole time was insane. This is a show a 100% recommend for others to watch.",10
Wow. Just wow.,"I really don't get the negative reviews on here. This show is absolutely spectacular! The cast, (I can't even choose a favourite as each is so unique and captivating), the acting, the dialogue, the clothes, the breath taking moments.... You get the point! 10/10!! Bingable delight!",10
Love this show,I live the storyline and how it keeps you wanting more.,10
"Bridgerton Is Love, Bridgerton Is Life","Like anything that's rarely done or having even a glint of controversy, there will be outspoken critics and reactionaries chomping at the bit to have anyone hear their pleas and protestations. It's not until they've become distracted by something else that a gem like Bridgerton can be genuinely regarded on its artistic merit overall. Despite the negative reviews here, I'm glad to see the general audience is far more discerning.Bridgerton is a delight, simply put. It's as easy as Sunday morning. I've found myself binging this series more often than I'm willing to admit. Okay, I'll admit it. I've watched through every episode at least 5x in under a month, and I hardly ever rewatch series. I'm not obsessed, you're obsessed! Anyway, it has beautiful sets, amazing production value, incredible music that I absolutely love, along with an amazing cast and characters; all tied wonderfully together by a beautiful script and directing. I could almost describe it like an 8 hour long movie given its pacing. There's always something interesting happening meant to drive this quite remarkable and unforgettable love story forward including truly gorgeous cinematography that brings this fresh reimagining of the Regency era to life. If you've an open mind, give Bridgerton a chance, and you will not be disappointed... unless having fun disappoints you. I can't wait for the next season to arrive!",10
VERY STUPID,This is more stupid than the stupidest stupid or even stupider.,1
I hardly ever review but this show (chef's kiss),"I am loving this new series already. I have laughed and cried over the course of the episodes so far aired. Seeing characters grow in their understanding of themselves and those around them is inspiring. Added to the amazing sets, wonderful dancing and beautiful arrangements of well know songs, it is just a pleasure to watch. One of the few shows that actually makes me put down my device so I can give it my full attention. I haven't read the source books and fully intend to wait until the show concludes so that I can fully enjoy it. Usually I would go off and read the books to get all the details that aren't able to make it into a tv series but this one I want to watch first so I can just enjoy the beauty of it.",9
What age does this series be about?,What age does this series be about? What age does this series be about?,10
Amazing!,The way they mock the old ways but still keep it informing and educative amazes me. Such a good and fun serie to watch!,10
"ONE OF THE BEST, SENT BUTTERFLIES TO MY TUMMY","I liked it a lot, I was first shocked that they put people of color as elite members of society but later on I kinda love the idea that (IF ONLY THAT IS REALLY THE CASE) then it would be a very lovely scene where love knows no race hope they put asians too even as traders. I liked how the story goes deeper when pride and hate is portrayed as something shallow and the duke gave in, that love weighs more than hate and how the couple came to understanding. As an asian from a conservative family, I can really relate with the scenes as to how my mom cared for me and how my dad used to arrange my future and how me and my siblings were as well as how the head maid of the house treated me and how I adjusted to the new community and the people of the household when I got married. I also loved the blind item like a classic gossip girl. It adds fuel to the fire and made the show more interesting. The show may have eliminated painful realities in history but the realities of life is there, how some couples are to each other, how many people portray a happy life but in reality they are not. How people appear rich, perfect and happy in social media but in reality they are problematic and empty. As well as how you would lose people and how they would talk about you once they find out your deepest darkest secret. The staring game is one of the best also, I like how they just look at each other and communicate. It is just so romantic!!!",10
Comparisons to Which Book?,I haven't read Bridgerton. I have read Bujold's Vorkosigan's Saga. We are all having a wonderful time matching characters from books written in the 1980s to 2010s with a book/screenplay airing now. Tee hee.,10
What's the point of this?,"This is an absolute mess. Nothing really happens, characters are plain, one-dimensional and not memorable.There is no message, no plot...I just do't see the point in making this series.The main character is only concerned to get married and have babies. She even makes a horrible thing to get pregnant later in the story and we are suppossed to like her and understand her?! There is literally nothing interesting about her.The male lead does not want any of the things she does, but it seems that it is romantic for the writers to coerce him into it. He also lacks personality.Horrible. I gave 2 only because the main actor is gorgeous.",2
Not your typical period drama,"""Bridgerton"" It looks like the usual period romance drama, but it breathes fresh life and more passion than is usually comfortable to watch with your parents. Along with the expected romance, there's a mystery that keeps you needing to keep watching. One season is not enough. Recommended for anyone that loves a good period drama but will enjoy modern elements.",9
It's not for everyone because....,...only the smart ones understand it. Brilliant work!,9
One of the best romantic story I have seen after looong time,"I loved everything about this series. Beautiful story, cast, picturisation, background songs, choreography, love and romance and most importantly how it ended. After long time I watched a story wiyh happy ending.
Ut is a must watch.",10
Must watch,This was a well put together series. The storyline was so so good and all the characters role was amazing. I just love the scandal in it was so good and this is something you can watch more than once.,9
Guilty pleasure - and not even ashamed of it. Much better than expected.,"Firstly you have to understand that Bridgerton is not historically accurate but a regency fantasy series.
Yes it has it's flaws and controversy but at it's core its an engaging, guilty-pleasure love story that has all the cliched tropes like Titanic or P.S. I love you.
It also has, in my opinion, the best shot sex scene on screen ever (wedding night).
It's traditional and sometimes prude but the dialogue is snappy and sometimes outright romantic. The music is both fun and melancholic when it needs to be. Have some fun for crying out loud.",8
What a joke,"This is unbelievably ridiculous of a historical tv show. If you want to call it historic, because it's completely wrong.It is completely inaccurate. The folks of African ancestry held high positions and had respect during this time? Let alone in England when they were not treated nicely?C'mon.When I see a show that takes place sometime in the past, i want to see accuracy. That includes fashion, hairstyles, mannerisms, music, etc etc. I don't want to see a tv series that would appease certain demographics.It is not worth my time. At least I gave it a try. Until they correct it, I will no longer watch.",1
Slaw and you were good and you didn't want it but it wasn't too much of a big difference between me too but it wasn't,I love the fact you have a new phone numbers and your number will help us get it out and you have a lot to choose to and your family will have a lot to choose to and you can share it to me and you can share your thoughts with you or you have to do something for your family or family and you have a lot to choose from you to and you are so blessed and your life will always have to do so we will always have a lot of things you can do to and your life will be so blessed and your family will be happy and blessed you are your life will always be happy with us all you do for your family love love and.,10
Throughly enjoyed it,"Nearly stopped watching after the first episode but stuck with it. So glad I did. Superb acting especially from the two main leads. The raunchy scenes between them were so tastefully done. Their chemistry sizzled. Colourful, lovely scenery including parts of Bath which I loved seeing as I live nearby. I'm really sad I've finished watching it.",8
Entertaining,"This is light and breezy, making it great entertainment after a long day.",9
Entertaining though unexpectedly raunchy,"From its wholesome-looking trailers, I had expected this to be like Downton Abbey or an adaptation of a Jane Austen novel. I almost dropped this when it got more raunchy than expected. But as I had done with Game of Thrones, I ignored the unpleasant parts so I could continue following the story.Overall, it's highly entertaining. Aside from the colorful and wholesome-looking cast, the costumes, houses, grounds and parks are lovely. The Bridgertons, with their capable and affectionate mother Violet (Ruth Gemmell), are a delightful lot. Composed of eight children with names starting from A to H, they really love their mother and each other, a testament to the great love between their parents before their father passed away.Violet's best friend Lady Danbury (Adjoa Andoh) is a rich and influential widow who is a friend of the eccentric Queen Charlotte (Golda Rosheuvel), the wife of King George III.The Bridgertons' neighbors, the Featheringtons, are quirky and rather silly, except for the youngest, sensible Penelope (Nicola Coughlan). A close friend of the rebellious feminist Eloise Bridgerton (Claudia Jessie), pudgy Penelope has a crush on Colin Bridgerton (Luke Newton).The series showcases London society's obsession with finding suitable marriage partners during the Regency era. It depicts how fathers or guardians take their responsibility to find suitable husbands for their daughters or sisters seriously, the excitement and fuss that go with preparing for a ball especially during a girl's presentation to the queen, the importance of a girl's reputation, the long lines of suitors after a successful night at the ball, how being declared the diamond of the season by the queen can drastically improve a girl's marriage prospects, and a marriage proposal being the sought-after culmination of a London season.Every now and then, a mysterious writer named Lady Whistledown (voiced by Julie Andrews) would print scandal sheets that report on juicy tidbits about members of ""the ton"". Eloise, with Penelope's help, sets out to uncover her identity, even collaborating with Queen Charlotte one time.Season 1 mostly deals with the Bridgeton's first sister and fourth sibling Daphne (Phoebe Dynevor) who catches the eye of the Duke of Hastings, Simon Basset (Regé-Jean Page) during her first season.Season 2 is mostly about Viscount Anthony Bridgerton (Jonathan Bailey) and Kate Sharma (Simone Ashley).I found both seasons delightful once I've decided to ignore the raunchy parts instead of fuming over how the producers were sullying sweet love stories with unnecessarily dirty scenes.",8
I LOVE everything about it,"I created an IMDB-account for this review. Why? Because I can't get over Bridgerton!!! I'm jaelous of you if you haven't watched it yet. It is romantic, entertaining, the set and dresses are amazing and the storyline kept me captivated from start to finish.Especially the chemistry and intimacy between the two main characters Simon (too sexy, my goodness) & Daphne is so addictive. How they managed to bring across their emotions via eye contact, slight touches etc. made me start to believe in love again (yes, I'm aware that's not realistic, but still ;-)).In short: MUST watch, you won't be dissapointed.",10
"Soft-core, Regency Porn","I was not expecting much from this latest, Austen-inspired series, but it was almost impossible to watch. The whole plot was lost (and muddled to start with) in the frequent, Versailles-style sex scenes. It became clear very quickly that this was not even an outing to show faithful costume design, but rather, a bodice-ripper, erotic/romance novel put on screen. The terrible acting was irrelevant, since none of the characters or plot were worth paying attention to anyway.",2
People should open their eyes to new vision,"I watch the full series of Bridgeton and I would have to say that I found it very refreshing, it's something new something different they did not stick to old past use on how society should look or act. But using a little bit of a modern touch to a Renaissance Time. I found it fun interesting in risk-taking in a good way. A lot of people are still stuck in their old believes that when they see the high society they can't understand or believe that minorities could play these particular characters which is really sad especially with this time. I would love for my children to see stories that have more diverse backgrounds, to show them more than just slaves and servants but people of high society contributed to this world. So in conclusion I found that this was definitely refreshing and I cannot wait for season two",10
Go Away Trolls,I've been reading the books over and over since I was 20 years old - needless to say I was ecstatic about the show. It didn't disappoint- thank you for making it!!,10
Best historique romance ever!,"Everything was Perfect: the costume, the music, the storyline. The dances scenes are also fabulous. At last, the cast is diverse and so good! Why do we need to exclude good actors because it's not ""historically accurate""? Gosh, movies are fictions ! I am so mad that Hollywood chose white people playing leading roles in Asian-based stories. Is it proper? Think also of Elisabeth Taylor playing Cleopatra ( which is totally inaccurate, for sure...)
I do love the Bridgertons books by Julia Quinn and I love the changes made. The story of Marina, which is not in the book, echoes to the sad story of the wretched girl in Sense ans sensibility. But here, we do not hide the girl who loses her virtue, she is dignified. Siena, the opera singer is not the ever lost and miserable girl as we found in many historical romances, she is proud and choses her destiny. I do agree with the feminist view.
I personally love the duke, played by Regé Jean Page, his acting is really smart and subtle. I do hope he will be the next James Bond for he is able to show a new face of masculinity, with humour.
I also love Eloise, Violet Bridgerton and the Queen, they were brilliant!
I was not a great fan of Anthony and I'm afraid the season 2 will not be as good if he takes the lead... Anyway, I am looking forward watching it.
Thanks to Shondaland and Netflix for this great Christmas treat! I watch and rewatch the series with delight!",8
Fascinating! I am now dreaming of the XIX century,"It's a must watch!
Loved the characters, the storyline, the scenery.. great job! Super entertaining and worth to watch!",10
Candy,"What a delicious and addictive candy . Is it full of vitamins and nutriments ? no, but who cares ?I got exactly what I expected; a fun and addictive TV show with great actors and costumes . I love you Shonda.Obviously if you expect a realistic or historical drama, maybe that's not the show for you.",9
Absolute trash,"This is one of the worst shows I have ever forced myself to watch. Not surprised at all that it's a shondaland production as this wreaks of all the mistakes she has made in her previously entertaining shows. This entire series is mostly about the concept of knowingly marrying someone who doesn't want kids and forcing them into submission? Every relationship in this show is shallow and incredibly predictable. Even the ending ""surprise"" was not a surprise at all. I tried my best to get through this and find something enjoyable, but overall I can confidently say that I hate this show and it's absolutely awful. Please do yourself a favor and just read the books as it seems everyone who has read them can admit they are far better than this pile of trash.",1
"Great drama, but the forced diversity and sex scenes are a little annoying","I'd recommend trying this show out. I like the plot and think the acting is great.Heads up, they forcibly make minorities royal figures which is completely unrealistic for 19th century England. It is bearable, but it is in your face, especially when you first start watching it.There are way too many sex scenes that are literally pornographic. I wish they weren't so detailed.",8
Bridgerton - Beautiful costumes & scenery,"Not historically accurate, but the series opened up possibilities of how Regency life could've looked like in the past, should we have been more open to change & ethnic diversity. The colours & set was vibrant, the cast captivated the scenes; the story mesmerising & the one liners, funny as! Did not read the books, but binged Season 1 throughout Christmas 2020 & loved it. Can't wait for the second season coming in March 2022. NB: there is an exhorbitant amount of sex scenes that one can do without, otherwise it did not phase from the storyline.",9
Best historical romance 😍,"I loved it, the sets, the storyline, showcasing how much women have had to overcome and helps me appreciate how far we have come. That aside OMG amazing!",10
