Title,Review,Rating Score
Disappointing,"Not sure why i even saw this. As i've not liked any of these movies (except for skull Island). But i was told it was so bad it was good and was unintentionally hilarious so i checked it out for a laugh.Unfortunately though its not so bad its good its just not good. Though it is slightly better than the other bad movies in this series the bads still outweigh the goods here. The action and effects are cool and there is actually a story of sorts. But with Brian Tyree Henry back as the annoying comedy sidekick. The movie still doesn't have anyone to really route for throughout all the carnage.Its story is all building up too a big fight of a finale. Which is awesome. But still has all the issues these movies have. All the destruction feels like its not really effecting anything, and the unintentional laughs feel odd when the intentional laughs just aren't working.",4
One ofOne of the most epic and fun movies ever!,"Finally, I've been waiting for it ever since I saw GvK and I'm just extremely happy because it's what I wanted, from my point of view it has everything the Monsterverse has been missing so far, that is the total monster show!I have noticed that some people now say that everything is happening too fast, now they have twisted and say that you need more human story and so far even the human stories have hurt the other films, people don't know what they really want anymore look! The movie is what it should be, monsters! I like it much more than GVK and for me it is one of the most fun and epic movies ever! I will continue to enjoy it because I will watch it over and over again!",10
Not sure why I got bored this time.,"Couldn't wait for it to end. This is the first one from this run of Monstersverse movies that I know I won't rewatch. I don't know what tipped the balance either this time.I've enjoyed them all so far, even considered GvsK as the most enjoyable which considering the big change in tone surprises me.Saying this movie is too ridiculous when considering the subject matter and the previous films is stupid I realise, but I really think that may be why I had little interest this time.Godzilla has top billing of the two, but the least screen time. Why?So much happens just because it has to happen to forward the plot. Convenient plot points are plentiful.The human characters while not as pointless are still ridiculous, a blooming titan vet for goodness sake... WTF.At least the majority of humans don't actually speak and actually play second fiddle for the majority of the film..
It really bugs me at how they keep continuing to increase the humanisation of Kong more and more with each film?Antagonist introduced far too late and really lame in comparison to previous instalments... Just generally poor all round...",4
B movie. Painful to watch,"Bad script (very bad). Bad directing (very bad). A good director would make a decent movie out of this mess of a script with some creative adaptation.Humans? Very bad acting! Mainly because of the directions the were given (or not given at all). It reminds me of Nickelodeon acting. OK. That was harsh. I apologize.Special FX were ok but with too many faults. For example in the rain forest the background, and only the background, is filmed in fish eye lens! So all of the trees are curved to the center!The non white guy is in the film only to serve as a comic (they wish) relief. Bad dialogs, bad jokes (no even jokes), just stupidifing the person.The ""amour relief"" is also a comic relief that plays random 80's music. Go figure!",1
Best movie ever,"1. An Epic Alliance: Gone are the days of Godzilla and Kong as rivals. GXK hints at a legendary team-up. Imagine the raw power of Godzilla's atomic breath combined with Kong's agility and strategic mind. This alliance promises a fight unlike anything we've seen, forcing them to confront a threat far greater than either could handle alone.2. Unveiling New Titans: The MonsterVerse has teased glimpses of other colossal creatures. GXK is rumored to finally bring them to the forefront. Witnessing these new titans, their designs, and their powers interacting with the established ones will be a spectacle that will leave audiences in awe.3. A Deeper Dive into Hollow Earth: Previous films hinted at a mysterious subterranean world. GXK promises to delve deeper. Imagine a breathtaking world teeming with life, both monstrous and beautiful. This expansion of the MonsterVerse mythology will be a game-changer, offering a whole new dimension to explore.4. Humanity's Role Evolved: MonsterVerse films haven't shied away from humanity's struggle against titans. GXK supposedly elevates humanity's role. We might see advancements in anti-Titan weaponry or alliances with ancient civilizations who possess knowledge of these creatures. This shift will make the human contribution to the story more impactful.5. The Director's Vision: The director behind GXK is known for his bold storytelling and stunning visuals. His past works hint at a film that will be both thrilling and thought-provoking. Expect him to push the boundaries of the genre, delivering a truly unforgettable cinematic experience.Bonus: The ""I Was There"" Moment: Imagine telling your friends, ""I saw this epic new titan battle on the big screen before anyone else!"" Being an early adopter of this potentially historic film will give you bragging rights for years to come.GXK isn't just a sequel; it's a potential turning point for the MonsterVerse. With its promise of epic battles, groundbreaking visuals, and an expanded universe, it's a must-watch for any kaiju fan. Don't miss your chance to be part of this cinematic event!",10
NOT A Reptile fan,"I have never understood how Godzilla with such a small brain could have such a wonderful impact on the world of cinema. King Kong on the other hand is a warm blooded thinking individual who is possessed by procreation with human women. King Kong has been wronged and he needs to set the record straight while Godzilla is just an inane reptile with no motivational force driving him/her/it. Put the two together and you have humans who make films about two species battling whatever it is they want to battle and hoping that humans will pay money to be bored for two hours. It is a sad state of affairs when Godzilla has to meet a American franchisee rather than one of his own Japanese franchisees. Unfortunately this Godzilla film has a far more intelligent and motivated King Kong to deal with. This cocktail does not work, learn science before making stupid assumptions.",5
So much fun!!,"Godzilla X Kong hearkens back to a time when movies didn't have to take themselves too seriously or preach some message.The humans are good, and they do a good job moving the story along, but the monsters are the real stars of this show. Kong and Godzilla have very distinct personalities and goals, and it's awesome seeing their stories evolve--it feels kind of like watching the old MCU.Back to the human cast--the main characters are actually charismatic and I found myself hoping that they wouldn't get eaten, which definitely means I liked them. The comic relief character, Bernie, came off as a little bit annoying but I still liked him, and Jia was freaking awesome.Fun from start to finish, I would LOVE for this franchise to keep going for decades to come!!",10
Filthy dirty stinking garbage.,"I'm really worried for humanity that ANYONE would give this 10/10 as some people here have. I'm really worried for humanity that ANYONE would give this pile of dung 3/10 or above. I've never been moved to post a review on here and here I am. This is complete and utter garbage! Please, please avoid.I don't really know what else to say but I can't post a review unless there are a certain amount of characters in the reviews. That's pretty stupid as well! So here I am trying to get to the required amount of characters because I want people to know that this movie is absolutely filth. And not in a good way. In a very, very bad way. It is complete and utter filth!",1
Disappointing,"I thought it was aggressively mediocre, but the atrocious score by Junkie XL made it even worse. You could have completely removed Godzilla and the entire plot would stay the same, in fact I would bet on the script being salvaged from a shelved Kong sequel.The visuals for Kong look great but Godzilla looks pretty rough, especially compared to the previous entries and Minus One. The lighting is especially off, mainly in the Rome and Rio scenes. Mothra feels like an afterthought, her entire character contradicts KOTM. Her knockoff theme sounds like it's AI generated.As for the villains, they both have very good designs, though that's about it.",4
"Big, loud, fun and lots of smashing","I was left underwhelmed by the first Godzilla versus Kong movie.This one is what I was expecting the first to be. Was this movie better than the Godfather, Empire Strikes Back or Jaws..... no.However this Movie picks the style it should be and works on it and it pays off. There is light humour. Silly humour, and it generally pays off.The story was a device to get to an end but hey it works. Do yourself a favour and savour this movie.The effects were more believable than the first one and the action is aplenty.I loved Kong Skull Island. This one's humour is not as broad but hey it's there.This film has more elements and heart than the first one. If you like a good Kong movie then do not hesitate seeing this on a huge screen.",8
Entertaining,"I live in yuck valdosta, Georgia where it was raining all day and had been on tornado watch I had been inside the house all day for the past several days. I needed to escape home for a while I went out to get me some essential mryyh oil and across the street from the shop I went to purchase the mryyh I remembered this new movie was out. So I went over to theater and watched the 4: 45 pm showing. I like godzilla and Kong movies for the past 50 years. This one is entertaining. It had me laughing. And there were surprise moves where I jumped. The special effects were good. The storyline was to me boring.",5
The Most Fun You Can Have at the Movies,"Well, they finally did it. The makers of the current Godzilla series perfected the formula. It's tight, streamlined, and super duper fun. Is it full of plotholes and incongruities? Oh yeah. Does that matter? Not really.It's a super fun time that's actually worth seeing on a big, giant screen instead of a tv. The human parts are succinct and well acted; (Dan Stevens and Brian Tyree Henry make a surprisingly awesome comic relief tag team. I was kinda shocked to find I actually wanted more of them; usually the humans are the last thing you want to see in these movies) The visual effects look great, and the battles are nothing but good time. They manage to tell a surprisingly thorough story with nothing but monster facial expressions and roaring.Kong's whole power glove sequence had me laughing with how silly and deus-ex-machina it was; but again, it's not like it detracted from my opinion of the movie. Now Kong has a cool robot glove to punch the other giant gorilla. Why would you complain about that?This movie is just shy of two hours of pure escapism. Would highly recommend.",10
A heap of disappointment,"A whole load of nothing!'Godzilla × Kong: The New Empire' is not a good movie, in my opinion anyway. It is similar to its predecessor in that sense at least, this is a minute improvement on that 2021 entry mind. It's basically a Kong film though, Godzilla goes missing for large periods. There is less human to be found onscreen which is good to see, but what's added in its place with Kong is just so dull to me.The needless humanising of Kong continues, though this time it's actually done in and around the other monsters because... well, actually I'm not sure why monsters are acting human-like to each other but, eh, the movie, I guess. That Suko young ape character is particularly annoying too, it sounded like a clown horn and looks more belonging to that one Coldplay music video.The whole film feels like if 'Avatar' and the 'Planet of the Apes' reboots had a baby and that's not a positive. It felt watching that it was also taking bits and pieces from other films too, mind perhaps that's just me reaching? The best scene of it all features the two titular characters in Giza, their bits together in Hollow Earth are decent too but their opponents are incredibly lame.Cast-wise, it's OK. Rebecca Hall and Kaylee Hottle are as fine as previously, Brian Tyree Henry is marginally improved and Dan Stevens is serviceable. None of the others are all that noteworthy to me, but that actually is a true plus for this production; last time out I wanted less humans and less humans is what we get here.My review kinda reads as if I hate this 2024 release. I do not, there are far worse pictures out there of course. It's just a heap of disappointment. I guess I just want pure, turn-off-your-brain titan carnage from these flicks, which evidently is not what the Monsterverse is necessarily trying to do... that's probably on me.Catching up on this franchise has made me want to even more check out the 'proper' Godzilla releases out of Japan, so there is that. As for these American ones, I like 'Kong: Skull Island' at least...",5
Story is very meh but entertaining at times,"This movie had the potential to be remarkable, but was let down by what felt like half-hearted story development. My son and I found joy in it, despite its flaws, including numerous plot inconsistencies and a disappointing conclusion. Leaving the cinema, I couldn't shake off a sense of dissatisfaction; the trailers had set my expectations much higher, and it seemed as if the narrative barely scratched the surface of its possibilities. The film's saving grace lay in its stellar animations and special effects, along with the impressively designed monsters, though the performances and storyline did not measure up. While I refrain from revealing specifics, certain segments felt illogical, a sentiment likely shared by others who've seen it. Nonetheless, I encourage you to see the movie-supporting theaters is important, and one can only hope future films focus more on crafting compelling narratives rather than solely conveying a particular message.",5
Adrenaline x 999 (Very Satisfying Movie),"I've not seen visuals so Good since the movie Avatar. They have worked on every details. Just by looking at this movie, your testosterone level will increase to level 99. The Adrenaline will be multiplied by 999 times. And you will feel that you are one of those monsters fighting in real time. That's how good this movie really is. A proper story, well executed. I'm a fan of King Kong and he shall forever remain my King, a guy will good heart and big brain, unlike Gojira who is always showing his teeth and screaming for no reasons. I don't know what is problem with Gojira, he always wants to fight Kong. If Gojira didn't had that nuclear superpower, my King Kong would have smashed him. That's cheating when you can't fight standalone, to use the nuclear power. This is a movie that you can watch hundred times and will never get satisfied watching it because of the visuals and actions. Also, there are some nostalgic scenes in the movie, you will love it. I rate it 8 out of 10. Been a fan of King Kong since Jack Black film and will always remain a King Kong fan. All Hail King Kong, Glory To Hanuman.",9
Really is The New Adventures of Hollow Earth,"Overall - mostly enjoyable. However, you can tell that the Monsterverse is aiming for a younger audience with this one which stinks because I felt the previous movies and TV show were for the adult audience to enjoy. The CGI and action sequences for the most part was good. There were some decent moments in the storyline but it felt like an after thought.They should have called it The New Adventures in Hollow Earth. Disappointed with the amount of storyline devoted to Godzilla. Not sure why he got equal billing since the bulk of the story was about Kong. Had a bit of Planet of the Apes touch to it.I did love Godzilla napping in the coliseum though.",5
"Not Up For Another Godzilla v. Kong Movie? Well, You Get Up! Best Kong and/or Godzilla Movie Ever! Best Action Movie of 2024!","I get it. You're thinking, man, I'm kinda getting tired of seeing all these Kong/Godzilla monster movies.We sure are jaded.Are you not entertained?Do yourself a solid and get yourself to your closest, most favorite cinema as soon as possible.Pay your admission. Get your ticket. Sit down and get ready to be blown away.This is non-stop action.And it's funny. Laugh out loud funny.Good music too: Loverboy, Golden Earring, KISS, etc.Oh, yeah. And there's gigantic beasts beating each other into a pulp.There's that too.And it is aaaawwwwesome!The humans are great in this as well.Rebecca Hall, Dan Stevens, Bryan Tyree Henry.All excellent.If you're thinking, what else could they possible do with Kong, or Godzilla?Go see this.Because they do alot with those two.And others.A whole lot.Best action movie this year.It won't even be close.",10
"Don't bother, they've gone MCU with the franchise","The original Godzilla was my intro to monster movies, and this is the basis of my rating. I understood that they were all improbable fantasy, but I learned to expect drama and excitement, not schlocky cuteness. Instead of drama and suspense, what I saw at the theater yesterday was cuteness, unrealistic action, and wannabe bumper music in too many scenes. It felt like I was watching one of the entries in ""Guardians of the Galaxy,"" not the King of the Monsters and Fay Wray's enigmatic companion.After we got home, I caught a ""B"" movie on cable, ""Eye of the Beast"" and realized that despite the low budget, it was far better than Godzilla x Kong was. The monster effects were low budget, the actors not A-List, and the dialog sometimes fell flat, but it was still an okay movie. It did what it was intended to do, scare and entertain me for a while.Save your money and stay home. If the next entry is as bad as this, I'm giving up in Toho altogether.",3
this Monster Mash is a mess,"The makers of 'Godzilla x Kong: the New Empire' should be sued for false advertising: the two titular titans don't encounter each other until the home stretch of the movie.Before that, there's endless and unnecessary exposition. 'G x K' suffers from having too much plot and it takes way too long to bring the iconic monsters together.The film is a continuation of 2021's 'Godzilla vs. Kong' and has a few of the same cast members, including Rebecca Hall as a Kong-ologist.Kong has been banished to Middle Earth to prevent another catastrophic battle with Godzilla. Oddly, no one seems overly concerned that a giant reptile with radioactive breath is roaming around freely. In fact, 'zilla has gotten comfy taking naps in the Coliseum in Rome.Kong is having a much more stressful time in Middle Earth, encountering a race of similar giant apes ruled by the violent Scar King. And in a bizarro-world twist, Scar King has a giant lizard pal who can freeze things with his breath - basically a bad version of Godzilla.It's up to the human cast members to save Kong by steering Godzilla his way so that they can form a kaiju tag team.Yeah, none of this makes sense. 'G x K' could have made for a good popcorn movie if it had a much tighter plot and brought the two title monsters together much earlier. As it is, 'G x K' is way too long, and at times, very tough to sit through.The CGI effects, especially of Kong, are impressive. But the film as a whole is less fun than a barrel of monkeys.",5
Another good Godzilla/Kong movie,"This movie is easily on par with the movie that came before it. The Kong's and Zilla's in it are well done, and the story line is good. I like how the world kind of humors Godzilla to stop the monsters it encounters, even as it results in the destruction of their oldest cities. The villain is pretty dynamic in relation to how Kong looks, with his own look and abilities. The plot, I must reiterate, is very good. I do have issue with a few things, notably the human cast is still awful and annoying, and it could have trimmed 15 minutes off. Overall, the movie is pretty excellent and easy to recommend, and as a Godzilla fan, I liked the interpretation of Anguirus (?)",8
Director Missed for this one,How this movie missed the mark. Need to go back to the one before this. Kong found middle earth. And while there he found the ape castle. As many asked and was stated in that movie all Kong sized apes were deceased. So how do we get all these new apes?Second was the action of the CGI. At times it is way too fast. So whatever you think you saw you would really need to watch closely.Third was the music way too much as it over powered the acting of the voices of the characters.Finally was the over acting of characters. All this we can blame on the Director it is him/her who says how each scene should be. Whether it is CGI or real Characters.To me I wish they would of stay to the Kong Godzilla story line and not that of adding unrealistic moments that just do not make sense.So the writers fail keeping the story line. The director fails for all the issues. Producers fail to realize they have made big mistakes throughout the movie.I was being generous by giving it a 4 out of 10. Maybe next one will be better. Another miss in big movies of 2024.,4
A fun action film with monsters!,"An action packed film where 2 former rivals must work together for the greater good. Godzilla x Kong: The new empire follows both Kong and Godzilla on their own adventures where they run into various adversaries until they must work together and stop a common enemy.I found the CGI in some hollow earth scenes to be shaky. In the grand scheme of things it held up. The fight scenes with these huge titans continue to captivate audiences.Another great thing about this film was Brian Tyree Henry's character (Bernie). Whenever there was a down period, he always made a joke to add some much needed humour to this action adventure.In conclusion I had a great time watching this movie and think it should be viewed in theatres. A lot of great action scenes and fun for the whole family.",8
Godzilla (15 mins) X Kong (Pretty much the whole movie) : The New Empire,"I went to see Godzilla, and as usual, his presence in the whole movie was only 10-15 minutes max. The film seemed biased towards Kong, focusing more on his character and actions. All the fighting scenes were cut short, which was disappointing. I'm glad I didn't opt for the expensive IMAX tickets; otherwise, I would have regretted it later. Anyway, I just hope the franchise won't follow the Marvel path, where all the movies are made for kids nowadays.The visual effects were amazing although it felt like this time it was a bit of a downgrade compared to the previous God x Kong movie. I hope the next movie will shed some life on GODZILLA'S life as well.",4
GODZILLA-KONG need a VACATION,"What they need to get away from are humans! I just came from the big screen theater, and I still don't know who the target audience is for this movie. Lovers of Kong? Godzilla? Kids? Adults? Anime? I am old school Kong & Godzilla, Mothra and all the rest. They didn't like or care for humans or civilization. Today, they come on like they are half human & half animal. Maybe I am getting old? LOL I found some of the characters very annoying and most distracting. Loud explosions, all out fights, monsters now have weapons of mass destruction & their emotions, for an animal strained belief. It reminds me of pet owners who try to humanize their pets, dress them up, talk silly to them and feed them with loving mother care. Your loving pet BOA will eat your kid if you don't watch out. Kong can sign language better than humans too? That means he is close to being able to read. This movie had too much happening to take in unless explained and even after that, it is just too many things at once. Kids cannot follow the movie theme and as an adult, if they didn't explain it, I was lost. A good director makes us sit back and presents a movie to entertain. Here, we have to work at the story to appreciate it. Also, the script writers' have to stop using GOD or Oh My God in these movies. God is the supreme Creator and is greater than the movie world. Mentioning Him ruins the movie fantasy. Kong & Godzilla will always have a place at the dinner table at my house however let's all keep our true identities while eat. Stop with the far-fetched hard to grasp & straining of the beliefs here.",5
"Great for older kids, much better than previous installment","It seems like lessons learned from 2021 Godzilla vs. Kong. This one has much more action time, more exploration of Hollow Earth, and way more monster fights. Just the right amount of human involvement for pacing, exposition, humor, and relatability. The comedic elements land better than in the last installment and the movie doesn't take itself too seriously. The soundtrack and music direction were very good. Some of the previous characters are not present but it doesn't matter. Jia has an important role and the actress playing her is very expressive without speaking. The special effects are all convincing and well done.",10
Movie fit for pre-k kids,"Movie is horrible, the 2 stars are for the CGI work done.Hollywood lost its way and cannot have decent script or story. There is no thought in few scenarios of the movie.You are running MONARC and for the mission you carry a tourist, a friend and kid. With one security personal who you can bet from the first instance that he is going to die.You have folks living on level II of the hollow earth; working on gravity and adding metal paint to make it work. What a pathetic way.Finally it's a no brainer, kids might enjoy to see at the KONG and GODZILLA. But these scenarios are also limited, except for the last 15-20 minutes.I would not recommend this movie to anyone.",2
Godzilla x kong is absolute fantasy full of adventure and pure action MUST WATCH FANS AND OF GODZILLA,"GXK isn't just a sequel; it's a potential turning point for the MonsterVerse. With its promise of epic battles, groundbreaking visuals, and an expanded universe, it's a must-watch for any kaiju fan. Don't miss your chance to be part of this cinematic event.Forget everything you thought you knew about monster brawls. GXK is shaping up to be the ultimate evolution of the MonsterVerse, here's why:1. An Epic Alliance: Gone are the days of Godzilla and Kong as rivals. GXK hints at a legendary team-up. Imagine the raw power of Godzilla's atomic breath combined with Kong's agility and strategic mind. This alliance promises a fight unlike anything we've seen, forcing them to confront a threat far greater than either could handle alone.2. Unveiling New Titans: The MonsterVerse has teased glimpses of other colossal creatures. GXK is rumored to finally bring them to the forefront. Witnessing these new titans, their designs, and their powers interacting with the established ones will be a spectacle that will leave audiences in awe.3. A Deeper Dive into Hollow Earth: Previous films hinted at a mysterious subterranean world. GXK promises to delve deeper. Imagine a breathtaking world teeming with life, both monstrous and beautiful. This expansion of the MonsterVerse mythology will be a game-changer, offering a whole new dimension to explore.4. Humanity's Role Evolved: MonsterVerse films haven't shied away from humanity's struggle against titans. GXK supposedly elevates humanity's role. We might see advancements in anti-Titan weaponry or alliances with ancient civilizations who possess knowledge of these creatures. This shift will make the human contribution to the story more impactful.5. The Director's Vision: The director behind GXK is known for his bold storytelling and stunning visuals. His past works hint at a film that will be both thrilling and thought-provoking. Expect him to push the boundaries of the genre, delivering a truly unforgettable cinematic experience.So must watch it. Best movie I ever had after goji 2014.",10
Why so much background music?,"This movie suffers from several issues that hinder its potential. The relentless background music and sound effects, particularly the constant monkey calls, are overwhelming and distracting. Additionally, the focus seems locked in the center of the screen, leaving everything else blurry. This lack of clear visuals detracts from the experience.The acting, unfortunately, falls short, even making the CGI characters appear more believable in comparison.Furthermore, the film struggles to reconcile the large-scale destruction caused by the monsters with the seemingly normal lives of the people in the cities they attack. A post-apocalyptic setting could have addressed this dissonance and created a more believable atmosphere.Overall, the movie falls flat. While the ambition to follow in the footsteps of classic monster films like the original King Kong is admirable, the execution falls short.",4
A bunch of everything and othing special,"As one person said before me, I would say that LP and WB wanted to eat a hamburger with too much aditive. I would say also lack of dialogue, lack of tension, fast forwarding and too much roaring and screaming. Godzilla Minus One would kick its ass, the company should learn from Toho, I hope they will use the very same money from movie to invest into knowledge, because this is hilarious. Every 12-year old would consider this a movie failure, and I am not sure how can People on IMDb rate it as 10, I mean, it is an insult for an excellent movie. So, all in all, I would not recommend the movie, unless people are eager to see some unseen and unreal Godzilla acrobatics 🤣",4
Its a beautiful movie,"I recently watched ""Godzilla vs. Kong: A New Empire"" and wanted to share my thoughts. Overall, it's a visually stunning and action-packed film. The CGI effects are impressive, and the battles between Godzilla and Kong are epic. The storyline is engaging, with moments of emotional depth, though some plot points felt rushed. Despite this, the movie is a thrilling addition to the MonsterVerse franchise and is highly recommended for fans of the genre.I love the Monsterverse and the other Godzilla and Kong movies and this film was a perfect addition to the series.I will watch it again when it realeses on netfilx or HBO.",10
A Monster-Sized Disappointment,"Alright dude, so ""Godzilla × Kong: The New Empire"" wasn't that great. It's basically a Kong movie, with Godzilla barely showing up. They try to make Kong and the other monsters act all human-like, which is kinda weird. There's this annoying little ape character, Suko, who sounds like a clown horn and looks like something out of a Coldplay video.The whole movie feels like a mix of ""Avatar"" and the new ""Planet of the Apes"" movies, but not in a good way. It seems like they borrowed ideas from other films too. The best part is the scene in Giza with Godzilla and Kong, and the stuff in Hollow Earth is okay, but the monsters they fight are super lame.The acting is fine, but nobody really stands out except maybe Rebecca Hall, Kaylee Hottle, Brian Tyree Henry, and Dan Stevens. There aren't as many humans in this one, which is a good thing.Overall, this movie is a huge disappointment. I just want to see giant monsters smashing stuff, but this movie isn't really about that. I guess I'll have to stick with the Japanese Godzilla movies. This whole franchise just makes me want to watch those even more. At least ""Kong: Skull Island"" was decent.",5
"Great film, pure entertainment!","Easily the best entry in the Monsterverse so far! The critics reviews are ridiculous, it's not exactly Oscar worthy but it's everything you want from a monster flick. If you're a fan of the previous films you'll love this one. Yes it's goofy and dumb at times, however it's entertaining from start to finish.The pacing is excellent, engaging throughout without any lulls. It does move fast at times but at least it's not slow. Human characters and dialogue is much better too. Read how bad the exposition dumps are but I didn't have an issue with it.The soundtrack and synth score was very 80s and worked really well. The colours and visuals were great, didn't have an issue with the CGI at all. The action and fights were great!Set up for future instalments well, can't wait to see what comes next! Highly recommended seeing it in the cinema.",9
Where to begin,"Soooooo.... technically well done.. and thats where it stops..
It's been a long time since i've seen a movie this shallow. At times I just wanted to skip some of the action scenes... which there are plenty of. There is no pacing in this movie.. It's just action, action, action... story tries to do something, then something superficial comes along and action action action.... I actually wouldn't care if the ""bad guys"" won.. even though I actually don't really know who the bad guys are... This movie is the epiphany of not giving a cr*p about plot, the characters or anything in between... its cgi all the way baby....",4
Why do it?,Really who go through this and change things that should not? I was excited to see it due to the action scenes but then things started to get cartoonishly weak ( dentist at the scene to change a bad tooth. Etc) even the slavery scene of the other kongs and their leader cmon what is that?The human aspect was too low and time element as we know in movies doesn't exist but even though this is too much in such a movie but really why change a good franchise and turn it into something you only see in cartoons.Please give a good Godzilla and King Kong movie where each fight monsters real monsters.,5
Big and better with visual treat,"Godzilla X Kong- The New Empire:
Dynamic and bigger characters with a well rounded story makes this a spring bonanza.Kong starts with a bang, and then Godzilla shows its prowess. Enhanced powers for both of them is a feast to the eyes.Antagonist Scar king is pure menace. Little King steals the heart with emotions and ""aww""ness.It's indeed one of the best visual spectacle in the Kong Godzilla genre, and you will have plenty of ""Oh my God"" and ""Wow"" factors, with great build up and hair rising finale!It's a gigantic, bombastic and super charged movie.Watch it only on IMAX 3D and enjoy this mesmerizing eye feast.",9
"The latest big screen ruckus, but the audience get knocked about more","STAR RATING: ***** Brilliant **** Very Good *** Okay ** Poor * AwfulIn a futuristic world, the two big screen titans, Godzilla and King Kong, exist separately on Earth, with Godzilla roaming around with the humans, while Kong exists among his fellow primates on 'Hollow Earth.' ""As long as they remain in their territories, everything should be fine"", says scientist Iilene Andrews (Rebecca Hall.) So, needless to say, things don't, and her adopted daughter, Jila (Kaylee Hotton) starts sketching disturbing images, leading to a journey to ME, and a confrontation with Kong's nemesis, The Scar King.We've had Alien Vs. Predator! Batman Vs. Superman! And now, director Adam Wingard has delivered a show down between two of cinema's most notable gigantic beasts. Well, there could have been a worse excuse to have them smash everything up. The irony that may be lost on the filmmakers is that there isn't actually much in any way of an actual showdown at all, but enough stamping around and battling with other creatures to distract everyone from this. But not quite enough to gloss over all the flaws.If nothing else, the film is an alluring visual spectacle, reminiscent of Peter Jackson's 2005 re-imagining of the original 1930's film, the magic of which I can still remember. The central cast fit their roles suitably enough, with young actress Hottle particularly worthy as the troubled girl at the centre of all the hoo-hah, with a decent enough supporting cast, including Dan Stevens as a 'trippy hippy, Ace Ventura' mercenary, and Brian Tyree Henry in the 'expert who wasn't listened to' cliched role, but none of the performances are anything to match any of the effects or action sequences.There's a lot of roaring and swinging and smashing, the sort of which would look great with a pair of 3D specs. But it wouldn't be wise to expect any more than that. **",4
Phenomenal,"GxK beats all the monsterverse movies.Thank you Adam for gifting us a phenomenal one. As a Godzilla plus monsterverse fan, I can proudly say we won. And for the people who are comparing it to Minus one, I guess you guys don't have the brain what to compare. Me and my friends loved watching Godzilla and Kong together and we were on our feet all the time.I am not going to spoil but you need to see this movie on big screen. Totally worth it and if you are not a regular monsterverse fan, I would suggest you to watch all the monsterverse movies till date before watching GxK.It was a hell of ride. Hope we can get a next monsterverse movie soon.",10
Boys in the hood: hollow earth edition,"The whole hollow earth thing is lame. I can't stand the plot line. I guess everyone else likes it, but it's so unnecessary and wait for it...corny. Isn't the appeal and attraction of 300 foot titans fighting awesome enough? Do we need a plot device to unnecessarily explain more monsters? I don't. The radiation is enough of a background story for me.I liked it, loved the action, the vfx, and well..the monsters. But everything else about this I hated. Which is strange, because the plot and storyline for skull island, first Godzilla, and Godzilla king of the monsters was pretty awesome. The mystery, suspense, conspiracy theory, and downright epicness of those films were phenomenal. But Kong new empire, they dropped the ball. Next movie should be set in space at this point.",5
When Titans Clash and Plot Crashes,"""Godzilla x Kong: The New Empire"" (2024) dives back into the Monsterverse with high ambitions, promising to explore the mysterious origins of Hollow Earth and the ancient battles that linked humans and Titans. This time around, the spotlight shines on the enigmatic Skull Island and its secrets, as Godzilla and Kong join forces to confront a massive, undisclosed threat that endangers their existence as well as humanity's. The premise is exciting and ripe with potential, yet the execution feels somewhat lacking, as if the storyline is just a vehicle for the spectacular showdowns.However, the film struggles to find its own identity within the Monsterverse, often feeling like a rehash of previous entries with an overdependence on CGI. While the visual effects are impressive, they overshadow a script that misses the mark on innovation and depth. The result is a movie that, although fun and filled with typical kaiju chaos, ultimately serves up little beyond surface-level entertainment. Going in with low expectations, I still found myself disappointed. ""The New Empire"" could have been a fresh chapter for the franchise but instead settles into familiar grooves, leaving it feeling more like a missed chance to truly evolve the series.",5
Insane,"So i went to the cinema with 2 of my friends and the movie was incredible. Skar King was very strong and the fight between Kong and Skar King was insane. Godzilla also went around trying to get energi and charging up for an attack which made ud very hyped up. The villain Scar King was also first introduced halfway through the movie so we had no idea what to expect from the villain while Godzilla was going aroung collecting energy which showed that the fight scene was going to be legendary, and it really was. Then there was a whole army which made signals to Godzilla and thats why it went aroung collecting energy. Its just so fun to watch and i recommend anyone to watch this movie.",9
when you can't even shut you mind off,"Ok first of all it has some entertaining moments ! It is better than. Kaylee Hottle interaction was better than Millie Bobby Brown but at the end that was mediocre ! But my biggest issues with this movie isn't actors or some plot holes my biggest issue is the last scene where skar king fighting with kong and godzilla , they literally destroyed the brazil killed thousands and wrecked building and houses ! So what was the point of that fight :) to not destory humans ? They almost did it with that fight ! The directing has problems cause they could brought that fight on hollow earth where the destructions was less and more believable !You want to see more believable godzilla ?? Watch minus one !",5
It is really worth to 3D as it was especially made for 3D like Avatar. The story is also simple and clear.,"It is really worth to 3D as it was especially made for 3D like Avatar. The story is also simple and clear. In monsterverse it is a necessary movie and many goosebumps scenes are presented. Sounds also so good. You can see many of Godzilla new characteristics and actions as well as kong. Human scenes and monster scenes are handled perfectly. In fact monsters are given more importance than humans as there is no scenes which seems to be boring and there is no scenes to be taken to extend the length of movie. Many surprise scenes, actions are there if you see without any pre known spoilers. Watch it on 3D theatre.",10
